PWS_ID,PWS_Name,County_Name,Primary_Source,Population,Number_of_Facilities,Population_Within,Percent_Below_Poverty_Line,Percent_Minority,Percent_AfricanAmerican,Percent_Hispanic,Owner_Type,Service_Connections_Count,Urban_Rural,Violations_Yes_HealthBased,All_Violations
2520050,PAWC POCONO MTN LAKE FOREST,Pike,Ground water,180,4,50,4,14,0,10,Private,63,Rural,2,2
2520051,TWIN LAKES UTILITIES INC,Pike,Ground water,300,4,17,5.882352941,11.76470588,0,11.76470588,Private,120,Rural,0,4
2520054,POCONO RANCH LANDS SECT 4,Pike,Ground water,225,4,60,6.666666667,36.66666667,13.33333333,20,Private,100,Rural,1,12
2520056,PAWC ALL SEASONS SYSTEM,Pike,Ground water,100,3,7,0,14.28571429,0,14.28571429,Private,44,Rural,0,0
2520058,POCONO MTN LAKE ESTATES SECT5A,Pike,Ground water,150,7,48,6.25,37.5,14.58333333,20.83333333,Private,55,Rural,0,55
2520061,AQUA PA TAFTON WILSON HILL,Pike,Ground water,80,3,13,7.692307692,0,0,0,Private,80,Rural,0,1
2520062,PAWC SAW CREEK ESTATES,Pike,Ground water,6833,23,1498,6.408544726,47.12950601,16.42189586,28.03738318,Private,3344,Urban,0,0
2520065,AQUA PA TANGLEWOOD LAKES,Pike,Ground water,1321,14,153,5.22875817,2.614379085,0.653594771,1.307189542,Private,363,Rural,0,2
2520066,AQUA PA TANGLWOOD NORTH,Pike,Ground water,690,10,130,6.153846154,8.461538462,2.307692308,3.846153846,Private,230,Rural,0,1
2520070,TAMIMENT RESORT,Pike,Ground water,1200,8,230,6.52173913,48.69565217,16.95652174,29.13043478,Private,510,Rural,0,15
2520073,KILLIAM TRACT,Pike,Ground water,39,2,9,0,0,0,0,Private,50,Rural,0,4
2520075,LAKE WALLENPAUPACK ESTATES POA,Pike,Ground water,204,9,23,4.347826087,8.695652174,0,4.347826087,Private,50,Rural,0,1
2520085,PAWC MILFORD LANDING,Pike,Ground water,468,6,28,3.571428571,10.71428571,0,7.142857143,Private,177,Urban,0,0
2520086,CRESCENT LAKE NORTH COMM ASSOC,Pike,Ground water,80,3,2,0,0,0,0,Private,42,Urban,2,6
2520089,POC MTN LAKE EST SECT 1E,Pike,Ground water,140,6,24,8.333333333,37.5,12.5,20.83333333,Private,55,Rural,0,89
2520095,OAK MANOR ESTATES,Pike,Ground water,46,3,1,0,0,0,0,Private,32,Urban,2,13
2520096,PAWC PINE RIDGE SYSTEM,Pike,Ground water,2450,16,299,7.023411371,37.12374582,13.71237458,20.06688963,Private,1034,Rural,0,0
2520100,HAPPY HOLLOW,Pike,Ground water,89,3,7,0,14.28571429,0,14.28571429,Private,74,Rural,1,12
2520103,MOON VALLEY FALLS,Pike,Ground water,120,10,4,0,25,0,0,Private,50,Urban,2,6
2520107,PIKE COUNTY CORRECTIONAL FACIL,Pike,Ground water,376,4,14,7.142857143,21.42857143,7.142857143,7.142857143,Local government,5,Rural,0,0
2520110,DEERHAVEN WHITE BEAUTY VIEW ES,Pike,Ground water,53,3,2,0,0,0,0,Private,21,Rural,0,67
2520201,LAUREL LANE DEVELOPMENT ASSOC,Pike,Ground water,179,12,10,0,0,0,0,Private,43,Rural,1,27
2521031,AQUA PA WOODLEDGE VILLAGE,Pike,Ground water,58,3,37,2.702702703,16.21621622,8.108108108,8.108108108,Private,32,Rural,0,1
2570003,DUSHORE WATER AUTHORITY,Sullivan,Ground water,400,17,20,5,5,5,5,Local government,409,Rural,2,396
2570004,LAPORTE BORO MUN WATER SYSTEM,Sullivan,Ground water,325,8,9,0,11.11111111,0,0,Local government,188,Rural,0,8
2570005,RED ROCK JOB CORPS CENTER,Sullivan,Ground water,425,7,2,0,0,0,0,State government,41,Rural,0,0
2580001,WHITES MOBILE HOME PARK,Susquehanna,Ground water,90,7,1,0,0,0,0,Private,30,Rural,0,5
2580010,AQUA PA WATER CO BROOKLYN,Susquehanna,Ground water,44,4,4,0,0,0,0,Private,17,Rural,0,2
2580012,AQUA PA WATER CO HOP BOTTOM,Susquehanna,Ground water,265,4,5,0,0,0,0,Private,90,Rural,0,2
2580019,NEW MILFORD MUNICIPAL AUTH,Susquehanna,Ground water,979,6,38,2.631578947,7.894736842,2.631578947,2.631578947,Local government,494,Rural,0,8
2580022,SHADY LANE HOME PARK,Susquehanna,Ground water,40,3,1,0,0,0,0,Private,31,Rural,1,9
2580023,PA AMER WATER CO MONTROSE,Susquehanna,Surface water,1890,3,151,3.311258278,2.649006623,0.662251656,1.324503311,Private,765,Rural,0,1
2580024,PA AMER WATER CO SUSQUEHANNA,Susquehanna,Surface water,4230,8,381,3.937007874,2.887139108,0.524934383,1.312335958,Private,1637,Rural,1,1
2580025,OAKLAND BOROUGH WATER CO,Susquehanna,Ground water,850,4,31,3.225806452,6.451612903,0,3.225806452,Local government,256,Urban,1,49
2580026,PA AMER WATER THOMPSON,Susquehanna,Ground water,225,7,6,0,0,0,0,Private,97,Rural,0,0
2580027,HARFORD MUNI AUTH WATER SYSTEM,Susquehanna,Ground water,100,3,5,0,0,0,0,Private,55,Rural,0,11
2580032,LAKE WALTER WATER ASSOCIATION,Susquehanna,Ground water,165,6,9,0,0,0,0,Private,55,Rural,0,22
2580035,OAKLAND TRAILER PARK,Susquehanna,Ground water,90,4,1,0,0,0,0,Private,35,Urban,1,6
2580036,LAKE RAYLEAN WATER ASSOCIATION,Susquehanna,Ground water,47,3,8,0,0,0,0,Private,23,Rural,0,63
2580040,TERRACE HILL MHP,Susquehanna,Ground water,90,4,4,0,0,0,0,Private,47,Rural,0,10
2580046,GRACIOUS LIVING ESTATES PCH,Susquehanna,Ground water,77,3,1,0,0,0,0,Private,1,Rural,0,50
2580048,TIFFANY PINES,Susquehanna,Ground water,150,3,1,0,0,0,0,Public/Private,40,Rural,0,106
2590008,SOMERS LANE MHP,Tioga,Ground water,130,3,1,0,0,0,0,Private,60,Rural,0,306
2590013,HILLSIDE VIEW MHP,Tioga,Ground water,85,3,3,0,0,0,0,Private,47,Rural,0,6
2590031,TIOGA BORO MUNICIPAL AUTHORITY,Tioga,Ground water,640,5,12,0,0,0,0,Local government,328,Rural,0,252
2590033,BLOSSBURG MUNICIPAL AUTHORITY,Tioga,Surface water,1650,9,87,4.597701149,4.597701149,1.149425287,0,Local government,668,Rural,0,4
2590035,ELKLAND BOROUGH WATER SYSTEM,Tioga,Ground water,1820,4,128,3.90625,3.125,0.78125,0.78125,Local government,820,Rural,1,309
2590036,KNOXVILLE WATER DEPARTMENT,Tioga,Ground water,590,5,19,5.263157895,5.263157895,0,0,Local government,315,Rural,13,121
2590038,MANSFIELD BOROUGH MUN AUTH,Tioga,Surface water,4100,11,252,3.968253968,7.142857143,1.984126984,2.777777778,Local government,921,Rural,0,28
2590041,DELMAR MEADOWS MHC,Tioga,Ground water,64,5,1,0,0,0,0,Private,50,Rural,0,5
2590042,WELLSBORO MUNICIPAL AUTHORITY,Tioga,Surface water,8225,15,3263,5.608335887,7.508427827,0.091939933,4.719583206,Local government,1523,Rural,3,26
2590043,WESTFIELD BOROUGH WATERWORKS,Tioga,Ground water,1300,8,51,3.921568627,1.960784314,0,0,Local government,550,Rural,0,126
2590044,BLOSS TWP MUNICIPAL AUTHORITY,Tioga,Ground water,325,3,26,3.846153846,3.846153846,0,0,Local government,186,Rural,3,50
2590045,OSCEOLA TWP MUNICIPAL AUTHORIT,Tioga,Ground water,400,4,11,0,0,0,0,Local government,192,Rural,1,139
2590048,DUNCAN TWP MUNICIPAL AUTHORITY,Tioga,Ground water,220,6,2,0,0,0,0,Local government,101,Rural,2,374
2590049,HAMILTON TWP MUN AUTH,Tioga,Surface water purchased,400,5,19,5.263157895,0,0,0,Local government,164,Rural,0,3
2590050,LAWRENCEVILLE BORO AUTHORITY,Tioga,Ground water,600,4,20,5,0,0,0,Local government,270,Rural,0,277
2590051,NELSON TOWNSHIP AUTHORITY,Tioga,Surface water,300,8,23,4.347826087,4.347826087,0,0,Local government,122,Rural,10,542
2590053,GEORGE DEAR MHP,Tioga,Ground water,200,6,4,0,0,0,0,Private,50,Rural,1,60
2590054,BAKERCREST PCH,Tioga,Ground water,35,4,1,0,0,0,0,Private,1,Rural,0,576
2590812,MANSFIELD UNIVERSITY,Tioga,Surface water,3000,7,21,4.761904762,4.761904762,0,4.761904762,State government,36,Urban,3,96
2640004,SUNRISE TERRACE MOBILE HOME PK,Wayne,Ground water,144,6,27,11.11111111,3.703703704,0,3.703703704,Private,70,Urban,0,1
2640006,NEVILLES MOBILE HOME COURT,Wayne,Ground water,85,3,2,0,0,0,0,Private,34,Rural,0,4
2640008,LAKESIDE MOBILE HOME PARK,Wayne,Ground water,48,5,2,0,0,0,0,Private,19,Urban,1,3
2640010,CHERRY HILL AT HOLIDAY PARK,Wayne,Ground water,100,3,1,0,0,0,0,Private,42,Rural,5,7
2640012,CANAL MOBILE HOME PARK,Wayne,Ground water,200,6,6,0,0,0,0,Private,50,Urban,0,4
2640015,PORT FLORENCE DEVELOPMENT,Wayne,Ground water,100,7,29,3.448275862,3.448275862,0,0,Private,20,Rural,0,1
2640017,AQUA PA GARDEN HILLS,Wayne,Ground water,90,4,14,0,7.142857143,0,7.142857143,Private,41,Rural,0,1
2640018,AQUA PA HONESDALE,Wayne,Ground water,5500,17,2268,10.40564374,4.805996473,0.970017637,3.395061728,Private,2374,Urban,1,3
2640019,HILLTOP VILLAGE ASSOCIATION,Wayne,Ground water,86,12,8,0,0,0,0,Private,45,Rural,3,5
2640020,AQUA PA WATER CO SCI WAYMART,Wayne,Ground water,3200,9,107,2.803738318,28.03738318,15.88785047,9.345794393,Private,4,Rural,0,1
2640022,AQUA PA GOULDSBORO,Wayne,Ground water,350,3,23,4.347826087,4.347826087,0,4.347826087,Private,141,Rural,0,2
2640023,LAKE WALLENPAUPACK SANDY SHORE,Wayne,Ground water,499,12,24,4.166666667,4.166666667,0,0,Private,170,Rural,1,5
2640024,CHERRY HILL MOBILE HOME COURT,Wayne,Ground water,86,4,5,0,0,0,0,Private,38,Rural,4,5
2640025,ROAMINGWOOD SEWER AND WATER,Wayne,Ground water,7105,15,813,2.70602706,7.134071341,2.95202952,3.44403444,Private,3046,Rural,4,27
2640028,AQUA PA WATER CO HAWLEY,Wayne,Ground water,1800,14,218,3.669724771,6.880733945,0.458715596,4.128440367,Private,806,Rural,1,2
2640031,AQUA PA WAYNE COUNTY PRISON,Wayne,Ground water,160,3,1,0,0,0,0,Private,1,Urban,0,1
2640032,AQUA PA WATER CO  WAYMART,Wayne,Ground water,1100,14,835,3.353293413,30.53892216,16.88622754,10.41916168,Private,415,Rural,0,2
2640036,WALLENPAUPACK LAKE ESTATES,Wayne,Ground water,2200,15,138,5.072463768,2.898550725,0,1.449275362,Private,955,Rural,1,29
2640042,ARNOLD APARTMENTS,Wayne,Ground water,44,3,10,0,10,0,0,Private,19,Rural,5,22
2640044,HAMLIN WATER COMPANY,Wayne,Ground water,400,5,124,4.032258065,8.064516129,0,7.258064516,Private,90,Rural,3,36
2640046,SABER HEALTH CARE GROUP,Wayne,Ground water,200,3,3,0,0,0,0,Private,1,Rural,0,89
2640047,PAW INDIAN ROCKS,Wayne,Ground water,1100,16,139,3.597122302,8.633093525,0,7.194244604,Private,404,Rural,2,5
2640048,AQUA PA PAUPACKAN LAKE ESTATES,Wayne,Ground water,800,18,262,3.435114504,4.961832061,2.671755725,1.145038168,Private,400,Rural,1,3
2640049,PINE GROVE ESTATES,Wayne,Ground water,263,14,11,0,0,0,0,Private,120,Rural,1,20
2640050,RYAN HILL DEVELOPMENT,Wayne,Ground water,75,3,13,0,7.692307692,0,0,Private,25,Rural,0,2
2640051,WOODLAND HILLS,Wayne,Ground water,320,8,23,4.347826087,4.347826087,0,0,Private,125,Rural,2,17
2640052,PARADISE POINT,Pike,Ground water,300,4,9,0,0,0,0,Private,150,Rural,0,69
2640054,SALEM HEIGHTS ESTATES,Wayne,Ground water,62,3,6,0,0,0,0,Private,40,Rural,16,637
2640055,WOODLYN RESIDENCES,Wayne,Ground water,35,3,7,0,0,0,0,Private,14,Rural,0,35
2640056,MOUNTAIN CREST DEVELOPMENT,Wayne,Ground water,44,2,4,0,0,0,0,Private,16,Rural,0,5
2640057,HIMALAYAN INSTITUTE,Wayne,Ground water,124,8,3,0,0,0,0,Public/Private,14,Rural,4,105
2640063,BUCKINGHAM ESTATES,Wayne,Ground water,57,3,2,0,0,0,0,Private,29,Rural,0,1
2640064,HOLLISTER HEIGHTS MHP,Wayne,Ground water,60,3,2,0,0,0,0,Private,22,Rural,0,3
2640065,BETHANY VILLAGE,Wayne,Ground water,99,3,3,0,0,0,0,Private,4,Rural,0,64
2640703,ASPEN RIDGE POA,Wayne,Ground water,100,3,3,0,0,0,0,Local government,38,Rural,2,14
2660004,WINOLA WATER CO,Wyoming,Ground water,130,5,13,0,0,0,0,Private,45,Rural,0,98
2660010,MESHOPPEN BOROUGH WATER CO,Wyoming,Ground water,563,6,50,4,8,0,6,Local government,186,Rural,1,16
2660011,NICHOLSON BORO AUTH,Wyoming,Ground water,1000,5,50,2,6,2,2,Local government,234,Rural,1,6
2660012,SUEZ WATER PA NOXEN,Wyoming,Ground water,315,3,12,0,0,0,0,Private,105,Rural,0,0
2660014,TUNKHANNOCK BORO MUNIC AUTH,Wyoming,Ground water,5349,14,106,3.773584906,3.773584906,0.943396226,0.943396226,Local government,835,Urban,0,5
2660015,WESTGATE WATER SYSTEM,Wyoming,Ground water,150,4,1,0,0,0,0,Local government,43,Rural,0,34
2660016,AQUA PA WASHINGTON PARK,Wyoming,Ground water,300,10,3,0,0,0,0,Private,156,Rural,0,10
2660017,AQUA PA RIVERCREST,Wyoming,Ground water,542,6,36,5.555555556,2.777777778,0,0,Private,215,Rural,0,8
2660018,AQUA PA BUNKER HILL,Wyoming,Ground water,210,4,15,0,6.666666667,0,0,Private,66,Rural,0,5
2660019,LACEYVILLE WATER CO,Wyoming,Ground water,415,5,34,2.941176471,8.823529412,0,5.882352941,Local government,163,Rural,0,7
2660020,MEHOOPANY TWP MUNICIPAL AUTH,Wyoming,Ground water,85,4,1,0,0,0,0,Private,31,Rural,0,3
2660023,MT AIRY LAKEVIEW ESTATES,Wyoming,Ground water,35,4,3,0,0,0,0,Private,24,Rural,0,5
2660024,DYMONDS MHP,Wyoming,Ground water,90,3,1,0,0,0,0,Private,36,Rural,0,40
2660027,COOKS MHP,Wyoming,Ground water,92,11,1,0,0,0,0,Private,42,Rural,2,85
2660031,OAKWOOD LAKE VILLAGE MHP,Wyoming,Ground water,273,3,3,0,0,0,0,Private,79,Urban,0,33
2660033,CLARENDON ACRES WATER CO,Wyoming,Ground water,280,8,24,4.166666667,4.166666667,0,0,Private,68,Urban,0,158
2660035,VILLAGE OF MTN HEIGHTS,Wyoming,Ground water,54,3,2,0,0,0,0,Private,18,Rural,1,7
2660036,AQUA PA FACTORYVILLE,Wyoming,Ground water,2323,6,84,1.19047619,4.761904762,2.380952381,1.19047619,Private,221,Urban,0,6
2660039,EATON SEWER & WATER CO,Wyoming,Ground water,3100,4,23,4.347826087,4.347826087,0,0,Private,98,Rural,0,11
2660042,WHITES FERRY ROAD APTS,Wyoming,Ground water,39,4,1,0,0,0,0,Public/Private,12,Rural,0,5
2660043,OLD ORCHARD APTS,Wyoming,Ground water,38,4,1,0,0,0,0,Public/Private,11,Rural,0,7
3060002,BALLY MUNI WATER WORKS,Berks,Ground water,1090,8,206,4.368932039,2.427184466,0,0.970873786,Local government,458,Urban,0,2
3060004,WOODLAND MHP,Berks,Ground water,61,4,6,0,0,0,0,Private,39,Rural,2,8
3060005,GEISINGERS MHP,Berks,Ground water,90,6,30,3.333333333,3.333333333,0,3.333333333,Private,48,Rural,0,3
3060010,BIRDSBORO MUNI WATER AUTH,Berks,Surface water,5353,7,5125,3.395121951,7.063414634,1.443902439,2.341463415,Local government,2005,Urban,6,14
3060012,MAIDENCREEK TWP WATER AUTH,Berks,Ground water,7505,12,990,2.626262626,13.43434343,4.444444444,7.676767677,Local government,2607,Urban,0,4
3060013,MAXATAWNY TWP MUNI AUTH,Berks,Ground water,425,5,76,3.947368421,15.78947368,6.578947368,3.947368421,Private,136,Rural,1,18
3060016,LENAPE HILLS TRAILER PARK,Berks,Ground water,44,3,2,0,0,0,0,Private,18,Rural,4,286
3060018,AQUA PA FLYING HILLS WA SYS,Berks,Ground water,3600,10,3448,4.408352668,15.9512761,4.930394432,6.931554524,Private,1424,Rural,1,1
3060026,PARK PLACE COURT,Berks,Ground water,29,4,1,0,0,0,0,Private,19,Urban,0,44
3060028,VALLEY VIEW MHP BLANDON,Berks,Ground water,50,3,1,0,0,0,0,Private,30,Urban,0,3
3060029,FLEETWOOD BORO WATER SYSTEM,Berks,Ground water,4218,40,3668,2.126499455,14.3129771,0.845147219,11.45038168,Local government,1694,Urban,0,25
3060030,AQUA PA GEIGERTOWN WATER SYS,Berks,Ground water,200,6,152,2.631578947,5.921052632,1.973684211,3.289473684,Private,75,Rural,0,1
3060031,LAUREL HEALTH RESOURCES,Berks,Ground water,240,7,1,0,0,0,0,Private,2,Urban,0,1
3060032,VILLAGE OF PLEASANT HILL,Berks,Ground water,1200,7,17,5.882352941,5.882352941,5.882352941,0,Private,354,Urban,1,5
3060034,LE MA KE DE MOBILE CT,Berks,Ground water,90,3,4,0,0,0,0,Private,50,Rural,0,3
3060035,HAMBURG MUNI WATER&SEWER AUTH,Berks,Surface water,4990,11,3173,3.876457611,5.672864797,0.220611409,5.042546486,Local government,2229,Urban,3,14
3060036,WILL O HILL APTS,Berks,Ground water,300,4,28,0,14.28571429,3.571428571,3.571428571,Private,190,Urban,0,4
3060037,HEREFORD EST MHP,Berks,Ground water,710,4,25,4,8,0,4,Private,344,Urban,0,3
3060038,MUHLENBERG TWP MUNI AUTH,Berks,Ground water,21000,38,23804,3.743068392,28.96992102,4.448832129,20.95446144,Local government,7851,Urban,2,10
3060040,BERKLEIGH HEIGHTS MHP INC,Berks,Ground water,95,7,2,0,0,0,0,Private,47,Rural,1,26
3060041,KUTZTOWN BOROUGH WATER,Berks,Groundwater under influence of surface water,14200,6,5186,2.04396452,12.43733128,2.83455457,7.231006556,Local government,1902,Urban,0,0
3060043,HIGHLAND EST MHP,Berks,Ground water,1050,12,18,0,5.555555556,0,0,Private,271,Rural,0,0
3060044,SITTLERS MHP,Berks,Ground water,89,8,6,0,16.66666667,0,0,Private,49,Rural,6,80
3060045,BERN TWP MUNI AUTH,Berks,Surface water purchased,1800,7,270,2.962962963,21.11111111,5.185185185,14.07407407,Local government,336,Rural,0,2
3060047,LEESPORT BORO WATER AUTH,Berks,Ground water,2200,15,2335,1.456102784,11.43468951,2.398286938,7.494646681,Local government,910,Urban,1,7
3060048,COUNTRY VIEW MHP,Berks,Ground water,98,4,3,0,0,0,0,Private,46,Urban,0,32
3060052,CAERNARVON TWP AUTH,Berks,Ground water,4245,15,518,2.50965251,6.563706564,0.965250965,1.158301158,Local government,1190,Urban,2,11
3060053,OLEY TWP MUNI AUTH,Berks,Ground water,2204,11,153,2.614379085,2.614379085,0,1.307189542,Local government,698,Urban,0,5
3060058,BERKS HILL ESTATES,Berks,Ground water,66,4,2,0,0,0,0,Private,20,Rural,0,11
3060059,READING AREA WATER AUTHORITY,Berks,Surface water,87000,14,89853,10.54277542,71.71046042,9.136033299,59.20225257,Local government,28500,Urban,1,3
3060061,KEYSTONE EAST MHP,Berks,Ground water,450,10,88,3.409090909,12.5,6.818181818,5.681818182,Private,187,Urban,2,15
3060064,TEEN CHALLENGE TRNG CTR,Berks,Ground water,300,5,7,0,14.28571429,0,0,Public/Private,17,Rural,3,19
3060065,HERITAGE HILL ESTATE,Berks,Ground water,90,4,2,0,0,0,0,Private,34,Rural,1,13
3060067,SHILLINGTON MUNI AUTH,Berks,Surface water purchased,11709,8,10693,3.432151875,11.00720097,0.851024034,7.715327785,Local government,5654,Urban,1,4
3060068,MILLER MOBILE HOME PARK,Berks,Ground water,30,3,5,0,20,0,0,Private,22,Urban,0,2
3060069,PAW PENN DISTRICT,Berks,Ground water,28508,34,27568,2.789466048,17.28816019,3.442396982,9.318775392,Private,13000,Urban,0,0
3060070,URBAN ACRES MHP,Berks,Ground water,80,6,4,0,0,0,0,Private,80,Rural,0,0
3060072,TOPTON BORO WATER SUPPLY,Berks,Groundwater under influence of surface water,2069,9,262,3.053435115,3.435114504,0.763358779,1.908396947,Local government,889,Urban,1,27
3060073,VALLEY VIEW MHP WERNERSVILLE,Berks,Ground water,60,3,3,0,0,0,0,Private,21,Rural,1,25
3060076,WERNERSVILLE MUNI WATER AUTH,Berks,Surface water purchased,6357,22,2331,2.831402831,14.32861433,2.488202488,5.791505792,Local government,2170,Urban,0,5
3060078,WEST READING BORO WATER,Berks,Surface water purchased,4300,6,4161,5.984138428,32.03556837,9.516943043,21.05263158,Local government,1497,Urban,0,3
3060080,WOMELSDORF ROBESONIA JT AUTH,Berks,Ground water,7070,14,1002,2.195608782,13.37325349,2.395209581,5.189620758,Local government,2107,Urban,0,25
3060081,BOYERTOWN MUNI AUTH,Berks,Surface water,8000,6,5478,3.723986857,8.543263965,5.111354509,1.69769989,Local government,3200,Urban,3,8
3060082,MT PENN BORO MUNI AUTH,Berks,Ground water,10400,17,3236,5.191594561,21.8170581,2.008652658,15.72929543,Local government,3700,Urban,1,20
3060083,WYOMISSING BORO WATER SYSTEM,Berks,Surface water purchased,8500,16,8346,2.743829379,12.36520489,2.012940331,6.446201773,Local government,2441,Urban,0,3
3060085,BERNVILLE BOROUGH,Berks,Ground water,1010,6,55,1.818181818,7.272727273,0,5.454545455,Local government,348,Rural,0,2
3060088,PAW GLEN ALSACE DIV,Berks,Surface water purchased,24951,61,19347,2.677417688,10.39437639,4.052307851,3.43722541,Private,9069,Urban,1,6
3060092,BETHANY CHILDRENS HOME,Berks,Ground water,200,3,31,3.225806452,12.90322581,3.225806452,6.451612903,Public/Private,32,Rural,1,8
3060094,LUTHERAN HOME AT TOPTON,Berks,Ground water,410,8,125,3.2,3.2,0.8,1.6,Public/Private,54,Rural,1,5
3060095,MT VILLAGE MHP,Berks,Ground water,771,4,32,3.125,3.125,0,3.125,Private,261,Rural,0,5
3060096,LYONS BORO,Berks,Ground water,500,6,123,4.06504065,15.44715447,7.317073171,4.06504065,Local government,214,Rural,0,69
3060098,ONTELAUNEE TWP MUNI AUTH,Berks,Surface water purchased,2175,9,3952,2.606275304,13.43623482,4.428137652,7.717611336,Local government,415,Rural,6,16
3060100,SHOEMAKERSVILLE BORO WATER SYS,Berks,Ground water,2150,16,108,2.777777778,5.555555556,0,4.62962963,Local government,687,Urban,1,46
3060105,LAZY K CAMPGROUND,Berks,Ground water,75,6,41,4.87804878,2.43902439,0,0,Private,144,Urban,1,51
3060106,MEADOWS AT BETHEL MHP,Berks,Ground water,50,3,1,0,0,0,0,Private,32,Rural,0,48
3060108,VILLAGE AT SUMMIT CREST,Berks,Ground water,120,4,9,0,11.11111111,0,11.11111111,Private,60,Urban,0,3
3060112,HICKORY FARM MHP,Berks,Ground water,70,3,8,0,12.5,0,0,Private,35,Urban,0,35
3060113,IRISH CREEK VILLAGE MHP,Berks,Ground water,90,6,4,0,0,0,0,Private,50,Urban,0,24
3060115,NORTH HEIDELBERG WATER SYSTEM,Berks,Ground water,1350,6,102,1.960784314,7.843137255,0.980392157,4.901960784,Local government,350,Rural,0,3
3060118,MOUNTAIN SPRINGS MHP,Berks,Ground water,215,8,4,0,0,0,0,Private,92,Rural,0,0
3060123,PERRY TWP MUNI AUTH,Berks,Ground water purchased,125,2,4,0,0,0,0,Local government,33,Urban,0,0
3060126,PAW GOLDEN OAKS,Berks,Ground water,100,4,37,2.702702703,2.702702703,0,2.702702703,Private,55,Rural,0,0
3060127,ABRAXAS ACADEMY,Berks,Ground water,156,4,3,0,0,0,0,Private,1,Rural,0,6
3060129,E&Y FARM APARTMENTS,Berks,Ground water,135,4,5,0,0,0,0,Private,66,Rural,0,18
3060130,WASHINGTON TWP MUNI AUTH,Berks,Ground water purchased,288,2,32,3.125,3.125,0,0,Local government,117,Urban,0,2
3060131,SK PROPERTIES LP MISTY MEADOWS,Berks,Ground water,60,4,6,0,0,0,0,Private,25,Rural,3,13
3060133,AQUA PA HILLCREST ESTATES II,Berks,Ground water,214,3,47,2.127659574,6.382978723,0,4.255319149,Private,66,Urban,0,0
3060134,AQUA PA STONECROFT,Berks,Ground water,600,4,17,0,5.882352941,0,5.882352941,Private,3,Rural,0,0
3060137,MEADOWBROOK WATER SYSTEM,Berks,Ground water,250,4,1599,4.190118824,2.564102564,0.125078174,0.750469043,Public/Private,90,Rural,0,39
3061153,AQUA PA EAST POINTE,Berks,Ground water,75,3,61,3.278688525,13.1147541,3.278688525,6.557377049,Private,4,Urban,0,2
3130002,BEAVER MEADOWS BOROUGH,Carbon,Surface water purchased,968,2,21,4.761904762,4.761904762,0,0,Local government,340,Urban,0,5
3130004,LANSFORD COALDALE JT WATER AUT,Carbon,Ground water,9300,15,3805,7.858081472,8.935611038,0.814717477,6.465177398,Local government,3500,Rural,1,7
3130006,NIS HOLLOW ESTATES,Carbon,Ground water,265,7,6,0,0,0,0,Private,128,Rural,5,22
3130008,MAHONING VALLEY CONVALESCENT H,Carbon,Ground water,145,6,5,0,0,0,0,Private,145,Rural,0,28
3130009,LEHIGHTON WATER AUTHORITY,Carbon,Surface water,9000,8,5008,4.572683706,6.230031949,2.875399361,0.978434505,Local government,3541,Urban,0,14
3130011,CHESTNUT RIDGE MHP,Carbon,Ground water,152,5,5,0,0,0,0,Private,54,Rural,0,8
3130012,PALMERTON MUNICIPAL AUTHORITY,Carbon,Ground water,7000,11,2929,3.892113349,8.535336292,0,5.462615227,Private,2188,Urban,0,3
3130013,SUMMIT HILL WATER AUTHORITY,Carbon,Ground water,2890,7,100,6,10,1,7,Local government,1284,Urban,0,2
3130015,WEATHERLY BORO MUN AUTH,Carbon,Ground water,2612,11,244,2.459016393,3.278688525,0.409836066,1.639344262,Local government,965,Rural,0,28
3130021,BOWMANSTOWN AUTHORITY,Carbon,Ground water,900,13,141,2.127659574,2.127659574,0,1.418439716,Local government,342,Urban,0,53
3130026,NESQUEHONING BORO WATER AUTH,Carbon,Ground water,2850,11,584,5.821917808,10.61643836,1.369863014,6.506849315,Local government,1322,Rural,0,4
3130027,CREEKSIDE MANOR M H P,Carbon,Ground water,92,3,5,0,0,0,0,Private,38,Rural,0,1
3130029,WEINERS MHP,Carbon,Ground water,90,5,2,0,0,0,0,Private,37,Urban,0,32
3130030,D WATER COMPANY,Carbon,Ground water,150,3,58,3.448275862,8.620689655,0,5.172413793,Private,24,Urban,3,26
3130037,MID LAKES DEVELOPMENT,Carbon,Ground water,490,3,38,2.631578947,7.894736842,2.631578947,5.263157895,Private,245,Rural,0,2
3130038,BEAVER RUN WATER ASSOCIATION,Carbon,Ground water,50,8,2,0,0,0,0,Private,65,Urban,1,18
3130040,BLUE HERON HOMEOWNERS ASSOC,Carbon,Ground water,450,3,2,0,0,0,0,Private,126,Rural,0,3
3130043,JIM THORPE BOROUGH WATER EAST,Carbon,Ground water,2853,5,213,4.694835681,4.694835681,0.938967136,2.816901408,Local government,960,Urban,0,33
3130044,JIM THORPE BOROUGH WATER WEST,Carbon,Surface water,2274,4,140,5,5,1.428571429,2.857142857,Local government,750,Urban,5,49
3130049,CARBON COUNTY CORRECTIONAL FAC,Carbon,Ground water,125,3,44,6.818181818,11.36363636,2.272727273,6.818181818,Local government,1,Rural,0,3
3130050,BLUE MOUNTAIN VIEW,Carbon,Ground water,114,3,4,0,0,0,0,Private,50,Rural,0,39
3130051,NORTHSIDE HEIGHTS ESTATES,Carbon,Ground water,461,3,9,0,11.11111111,0,0,Private,228,Rural,0,2
